country,duration,retention,niche,rpm
3,167.2,1.1,0,14.54
2,144.4,98.5,1,20.69
2,27.2,74.1,3,4.75
3,74.8,82.7,0,11.9
2,52.2,13.1,3,2.8
3,67.2,31.9,0,8.1
3,160.3,98.9,1,22.65
3,192.9,3.6,0,10.24
2,10.9,69.5,0,7.24
2,91.9,16.5,3,4.0
3,53.5,37.6,1,5.47
3,107.8,92.3,0,21.12
3,150.5,48.8,3,2.9
2,184.9,75.5,3,6.83
2,63.9,7.2,3,5.75
3,175.9,37.3,3,5.76
3,34.1,1.5,3,0.71
1,111.9,87.9,1,71.93
1,78.9,73.8,3,11.75
3,168.6,13.0,2,7.55
2,192.8,44.1,3,11.37
3,8.5,12.2,2,1.58
3,2.8,57.9,1,6.24
2,88.9,89.8,0,30.12
2,68.3,96.8,3,4.41
3,135.7,46.9,3,5.61
3,126.6,82.9,3,3.77
2,167.3,76.8,1,25.62
3,38.8,1.2,2,1.61
1,67.4,17.2,3,6.15
1,102.9,22.4,1,18.15
1,29.3,9.0,1,6.69
1,54.4,28.3,2,5.31
2,70.2,34.1,3,4.45
1,160.2,42.7,1,24.04
1,46.5,91.6,3,14.91
1,122.3,51.4,1,49.94
2,168.0,13.6,1,34.46
3,173.7,49.0,1,11.5
2,117.1,51.4,1,8.53
2,15.9,31.2,2,2.63
2,198.1,59.6,0,34.51
1,134.9,30.7,1,39.09
2,129.0,28.2,2,11.08
1,75.7,87.4,3,9.67
3,104.0,40.7,1,5.63
3,158.2,50.9,2,6.5
1,7.6,61.7,1,12.28
1,105.7,61.8,0,36.45
3,5.6,61.6,1,2.61
2,88.4,76.6,0,19.69
2,198.8,28.4,3,8.64
2,67.9,79.4,1,13.64
2,164.9,54.1,0,19.97
2,30.7,89.1,2,12.41
3,193.3,93.7,2,7.97
3,113.6,6.8,1,5.61
2,64.1,42.2,0,10.39
3,33.5,88.0,1,4.53
1,20.1,46.1,1,8.3
2,159.4,91.1,1,24.58
1,11.5,1.6,2,2.57
2,61.4,54.8,1,8.57
2,112.9,29.2,2,8.26
3,151.5,21.9,3,8.24
2,144.9,43.6,1,23.96
3,1.2,99.6,2,3.66
1,187.8,26.8,1,44.23
3,23.5,86.5,1,4.55
2,192.2,22.4,2,12.27
2,16.8,73.5,2,6.61
1,41.9,31.0,0,21.2
2,135.5,5.5,1,20.95
1,119.1,88.5,1,17.85
3,70.8,52.6,0,17.03
1,89.5,95.0,3,13.99
2,190.4,71.2,2,24.99
2,120.7,21.1,3,6.64
3,106.4,66.5,2,6.47
1,169.6,74.4,0,73.23
1,139.4,87.4,1,31.35
1,105.8,76.9,0,31.48
2,90.5,67.6,2,15.58
1,169.0,22.7,3,16.27
2,45.2,4.3,3,2.5
1,50.0,23.5,2,11.86
2,70.2,31.1,2,6.85
3,157.1,48.2,0,13.02
3,18.1,43.1,1,2.72
3,7.3,30.5,2,2.23
1,63.8,65.3,1,26.18
2,181.7,23.0,2,25.9
1,78.0,83.0,3,12.71
1,152.7,86.3,2,18.0
3,86.5,84.0,3,2.69
1,114.8,9.8,3,7.63
3,73.6,79.3,2,5.14
2,23.7,76.5,3,3.41
1,154.2,52.9,3,11.46
3,87.2,63.8,2,10.32
3,78.6,86.0,1,8.97
1,130.7,5.0,0,27.39
3,71.5,39.2,2,2.16
2,89.1,26.1,3,3.63
1,148.5,38.0,1,57.42
2,160.1,5.3,2,13.25
1,192.1,68.6,0,51.99
2,4.4,94.1,3,3.6
3,194.5,30.8,2,16.67
3,34.7,90.6,2,3.46
3,184.2,16.4,0,14.5
3,75.8,14.7,3,2.77
3,57.0,54.5,2,3.79
3,115.8,28.1,3,4.96
2,6.1,55.6,1,6.62
1,197.0,40.4,2,22.02
1,2.7,90.2,0,14.42
2,139.7,13.6,0,28.57
2,113.0,38.9,2,9.87
3,124.2,77.3,2,3.42
3,129.3,15.7,2,4.94
2,80.5,54.6,2,9.24
2,78.6,73.1,0,22.18
3,176.9,52.3,0,15.82
1,189.4,90.3,3,21.53
2,49.5,44.4,1,5.29
3,143.6,25.0,2,5.09
2,56.8,31.1,0,9.17
3,188.3,80.4,2,8.65
3,89.7,83.5,1,11.5
2,148.9,72.1,0,31.01
2,47.2,13.6,0,14.38
2,174.3,49.4,1,17.48
2,77.5,76.9,1,16.84
2,107.4,10.0,1,7.62
2,171.4,47.6,2,23.27
2,173.0,88.1,2,22.37
2,111.2,12.6,3,3.67
2,121.5,49.3,1,23.94
2,160.5,16.3,1,9.62
2,56.8,86.2,0,13.79
3,97.5,17.0,1,5.59
3,80.0,6.3,1,5.28
2,59.3,20.2,0,16.66
2,122.0,53.6,1,9.35
2,35.5,88.1,0,8.46
1,68.1,10.3,3,7.98
3,159.1,99.7,3,3.19
1,163.5,95.7,1,51.89
3,130.4,10.2,3,3.8
1,178.0,91.2,1,54.95
3,9.1,98.8,0,8.01
1,40.4,95.4,3,6.31
1,181.5,38.7,2,20.36
3,118.4,59.4,1,5.7
3,182.4,10.6,2,6.37
3,63.3,68.5,0,9.23
2,34.9,21.6,1,4.92
3,75.6,14.6,0,8.23
2,114.1,29.0,0,10.86
1,119.9,41.5,2,15.36
1,80.4,34.0,1,14.91
3,198.9,58.7,1,21.92
3,3.1,6.7,2,1.1
2,175.1,26.0,1,23.94
3,82.0,40.5,1,11.68
2,172.4,57.2,2,22.59
3,28.7,44.0,1,3.81
2,66.8,45.1,3,6.1
1,196.4,44.2,2,19.77
2,120.8,81.5,2,13.66
2,124.2,19.6,3,4.73
2,178.0,89.7,0,30.5
3,22.9,34.2,2,3.59
3,172.1,91.5,2,6.57
3,177.4,14.3,0,12.14
1,116.7,80.0,0,37.95
3,184.5,4.2,3,4.08
2,137.9,92.7,2,13.15
2,38.3,97.0,2,11.45
3,190.9,5.1,0,22.79
3,159.4,80.3,0,25.29
1,171.5,15.0,0,23.3
2,24.9,67.5,0,11.8
1,19.0,91.1,3,11.82
1,134.9,90.7,2,22.51
3,121.7,21.3,1,10.67
3,77.1,10.7,1,6.93
2,31.8,65.3,1,9.21
3,98.8,67.3,3,4.55
2,35.8,32.3,2,3.86
2,24.5,98.7,3,4.34
1,174.1,15.9,3,11.35
3,103.9,19.2,2,6.21
3,63.8,44.5,0,14.66
2,143.9,58.6,3,10.86
1,192.9,84.7,2,24.19
3,3.2,94.0,1,5.27
3,49.8,1.9,3,1.48
3,66.3,89.6,2,4.83
3,37.3,33.6,0,5.38
3,150.1,11.2,0,23.69
1,173.8,32.6,3,14.3
3,86.8,89.5,3,5.12
2,70.5,33.4,2,6.69
1,78.2,33.6,2,7.39
3,36.0,61.3,0,6.55
2,72.9,67.2,2,6.43
1,41.1,52.4,3,7.72
3,61.9,98.7,1,8.94
3,145.2,96.0,1,18.82
2,179.8,80.3,0,41.24
3,52.7,77.2,3,3.88
1,164.5,14.8,3,12.51
3,18.6,9.1,2,1.26
1,128.3,96.9,1,15.7
2,185.0,7.8,2,8.61
2,181.4,80.6,1,16.38
1,164.6,4.8,2,30.11
1,163.5,17.9,3,10.07
2,127.2,41.8,3,6.79
1,199.2,97.0,0,65.61
3,44.3,42.4,2,2.58
2,135.7,13.8,3,4.09
2,91.7,17.4,3,5.13
1,142.8,66.3,2,30.07
1,84.2,97.4,0,43.93
1,104.3,6.2,3,17.82
1,188.1,87.4,0,144.99
2,89.6,52.6,1,10.35
3,68.1,17.2,0,4.88
2,38.7,57.3,1,7.89
2,153.0,70.0,1,32.08
3,107.5,61.2,1,9.28
1,167.5,92.5,0,52.48
1,130.6,64.2,1,35.82
2,175.3,42.0,1,23.56
1,15.9,29.4,0,6.13
2,88.6,39.1,0,13.43
2,89.0,25.9,1,9.79
1,171.6,42.9,0,39.67
1,69.5,35.7,0,26.18
1,180.0,48.6,2,28.54
1,105.4,6.4,0,28.55
1,47.5,89.5,2,30.35
3,53.3,84.6,2,5.79
1,163.6,57.3,0,37.46
3,128.3,91.1,2,11.75
2,98.2,36.0,1,16.49
2,181.5,81.6,3,11.74
1,31.9,18.5,3,4.58
3,100.4,97.1,3,8.3
1,131.3,38.8,1,40.45
1,188.8,58.9,1,38.46
2,3.1,20.1,2,0.88
2,55.5,58.7,2,6.81
1,8.2,22.1,0,6.57
3,161.5,86.2,3,4.06
2,158.7,91.1,2,11.42
2,103.0,14.6,1,19.48
2,118.0,52.0,2,4.84
3,127.4,73.1,1,15.85
3,86.5,31.5,1,8.56
3,77.1,41.3,0,2.5
2,133.5,11.0,0,24.57
2,66.8,33.3,2,9.92
2,141.6,51.8,3,10.07
3,197.0,74.9,2,11.74
3,198.5,16.7,0,20.02
3,73.8,79.9,2,4.53
2,55.6,22.0,1,9.06
2,110.8,77.0,1,20.23
2,62.9,17.4,2,4.49
1,165.0,72.2,2,47.22
1,183.9,89.3,2,39.14
3,140.9,17.8,1,13.43
3,148.3,67.5,1,14.48
2,82.6,53.0,2,9.89
3,14.0,39.7,0,4.18
3,168.7,70.5,2,9.87
2,109.1,69.8,1,14.84
2,124.4,33.8,3,7.73
3,131.3,36.8,3,3.6
1,112.7,77.0,0,47.78
2,2.0,79.1,1,7.4
1,44.3,99.3,2,19.73
3,39.7,94.0,0,12.38
3,87.7,93.3,2,9.53
2,140.9,93.3,2,17.58
1,160.7,83.2,1,60.99
3,173.3,66.6,3,4.89
1,84.6,13.1,1,21.44
3,95.5,29.0,0,10.05
3,79.7,92.7,2,5.64
1,14.8,97.2,3,9.25
3,55.6,74.2,2,5.22
1,75.2,6.1,2,8.78
1,40.2,85.4,2,8.05
2,122.3,17.3,0,16.33
3,176.8,74.2,1,9.61
2,162.0,32.0,0,20.13
1,113.7,16.5,0,24.59
3,145.9,16.4,3,9.0
3,97.8,12.5,2,5.74
1,97.7,99.8,1,22.53
1,128.7,51.8,0,54.28
3,159.6,41.2,0,11.27
1,169.8,20.7,3,10.11
2,165.7,41.7,2,17.33
3,78.8,86.9,2,6.33
1,156.8,15.9,1,23.08
2,90.7,50.4,3,5.06
2,79.7,53.6,0,34.03
1,196.4,84.9,0,66.41
1,16.0,25.6,3,3.9
2,85.1,27.2,2,16.89
3,189.2,41.6,2,14.15
1,144.2,1.0,0,36.2
3,89.9,9.3,2,6.18
1,55.4,69.6,3,11.01
1,0.1,56.8,3,4.0
1,119.1,6.8,2,18.38
1,30.4,42.9,2,7.15
2,61.9,42.1,1,8.98
3,81.9,92.8,2,8.89
3,63.2,64.1,0,7.19
3,140.5,72.9,0,13.46
1,136.9,30.4,1,18.99
2,98.5,23.0,2,12.93
3,109.2,97.1,3,2.74
1,173.1,30.0,1,37.5
1,149.8,98.1,3,21.78
1,49.7,13.7,3,4.78
3,50.4,78.1,0,8.66
2,99.5,59.8,2,9.2
3,79.4,88.9,0,16.36
3,53.0,30.8,1,5.29
3,67.2,12.3,1,4.04
1,43.9,97.9,0,66.31
2,78.2,40.6,2,6.9
2,53.4,46.7,1,6.76
2,199.7,52.4,2,19.1
3,4.6,52.9,1,3.49
1,102.1,42.4,1,21.86
3,93.5,92.1,0,23.8
3,77.8,14.9,3,1.88
1,28.3,64.8,2,11.18
2,9.4,46.7,0,8.03
1,198.0,75.9,0,68.17
2,157.4,81.1,0,19.75
3,88.0,32.4,1,5.18
1,134.3,76.8,2,25.14
2,59.5,34.3,2,8.35
1,87.4,35.9,0,34.03
1,170.2,94.8,2,33.54
2,115.1,16.0,0,13.49
2,101.8,80.5,1,13.86
3,172.3,92.3,1,18.37
1,164.3,7.1,0,20.73
2,9.6,81.4,2,4.97
2,82.4,49.3,2,4.34
2,175.6,6.4,0,17.32
1,105.0,98.2,1,41.86
2,142.2,85.0,3,11.52
1,198.0,20.4,1,40.61
2,44.9,94.6,2,14.49
2,185.0,47.5,0,63.46
1,136.0,5.0,2,16.54
3,82.1,57.4,2,4.29
1,58.5,28.2,0,22.8
3,166.8,35.0,0,19.21
3,38.7,34.4,1,3.55
2,152.3,48.1,2,28.04
1,83.3,61.4,2,15.31
3,184.4,41.5,2,6.72
1,125.2,5.4,2,16.21
3,90.1,76.4,3,2.67
1,168.0,47.9,0,49.45
3,80.4,42.5,0,7.22
2,126.7,74.2,2,10.85
2,118.0,41.9,2,6.73
1,168.5,24.0,2,19.78
3,41.1,6.1,2,1.47
3,87.0,55.6,3,2.68
3,176.7,22.8,2,9.37
2,145.7,45.9,3,15.15
3,120.5,2.3,2,3.45
1,141.3,15.9,2,14.16
3,57.3,38.5,3,2.83
1,84.6,71.8,0,34.23
3,65.8,81.5,2,7.63
3,185.0,35.1,2,8.71
1,199.5,98.8,1,48.19
1,172.9,68.9,0,68.01
1,148.4,92.3,0,51.33
2,177.3,1.3,3,7.8
3,33.0,18.6,3,0.75
1,100.9,21.2,2,18.25
3,139.7,98.5,3,9.69
1,15.4,29.4,3,2.7
2,157.8,86.8,3,11.54
3,35.9,93.0,3,3.15
2,63.0,58.2,1,9.78
3,134.2,37.8,0,6.09
1,28.1,78.8,2,12.34
1,129.5,46.3,2,18.5
1,54.6,30.3,1,20.62
2,151.4,94.3,2,9.1
1,86.5,8.7,3,4.59
1,176.5,13.1,1,74.95
1,18.6,38.7,3,3.08
2,24.6,30.8,2,4.3
2,1.9,63.6,0,8.31
3,3.5,11.7,2,0.8
3,2.3,67.2,3,1.02
1,162.9,54.7,3,15.9
1,105.5,27.8,2,12.35
1,93.5,0.5,0,22.43
1,137.2,90.9,3,13.17
1,174.0,61.9,2,35.54
2,176.3,85.1,0,22.65
2,23.1,53.0,1,5.66
1,100.1,46.5,2,13.72
3,187.8,64.9,3,4.27
2,4.2,14.1,0,5.04
2,41.5,61.5,3,4.79
1,188.8,48.9,3,20.68
2,135.1,5.0,3,8.88
3,162.2,66.3,0,26.82
3,78.3,47.0,0,24.3
3,96.8,27.6,0,5.46
2,164.5,16.9,1,24.71
2,30.3,90.1,0,9.57
1,148.4,1.3,1,15.67
3,77.6,72.8,0,12.02
2,111.9,95.6,1,13.17
3,61.7,8.4,1,1.92
2,41.5,50.8,0,6.77
2,137.3,41.7,2,4.01
2,94.4,28.6,0,14.74
2,106.3,65.5,0,32.35
2,38.0,10.4,0,10.63
1,50.7,81.1,0,24.8
3,157.9,61.8,3,7.06
1,55.6,98.5,0,51.92
3,165.7,31.4,2,6.08
2,173.2,65.0,3,12.46
2,21.4,99.1,2,12.01
3,59.4,53.3,3,1.62
2,104.2,69.2,3,6.01
2,41.8,39.9,2,4.27
3,47.5,11.7,3,0.95
2,102.0,84.6,0,20.69
2,101.2,80.8,1,40.66
1,13.7,73.5,2,5.73
2,18.1,45.6,2,3.98
1,174.8,11.5,0,46.12
3,42.0,45.5,0,9.43
3,97.1,95.8,2,8.74
3,93.4,68.8,3,2.41
3,118.9,2.6,3,2.71
2,46.3,30.5,1,10.93
2,149.1,47.2,1,14.85
2,59.6,85.7,3,9.19
3,54.9,21.6,0,7.91
3,169.6,3.4,1,11.58
3,79.1,65.8,0,9.99
1,18.9,80.0,0,15.81
2,89.9,43.4,0,15.14
3,132.4,62.7,0,11.54
1,57.1,63.1,0,52.24
3,197.6,79.4,2,11.24
2,98.6,32.0,0,28.28
3,68.0,21.1,3,1.72
1,179.6,45.0,1,39.74
2,156.8,95.5,1,49.75
2,95.7,11.6,2,9.21
1,17.2,52.1,2,7.87
1,136.7,98.5,3,10.12
2,89.8,50.6,1,22.2
3,50.3,94.6,3,6.09
2,24.3,81.1,3,4.29
2,197.7,94.8,0,63.97
1,11.5,46.5,0,9.91
3,64.5,33.0,3,1.37
2,132.0,46.0,3,16.06
3,149.1,50.3,2,6.25
1,191.2,19.4,3,22.3
3,87.7,59.0,3,3.05
3,196.2,82.9,0,14.95
2,53.7,86.2,2,9.36
2,65.1,85.4,3,3.71
1,25.3,71.4,1,16.15
1,10.1,20.4,3,4.2
2,25.3,8.4,1,3.38
2,0.4,65.5,3,3.12
1,150.5,30.3,2,27.13
3,148.0,53.8,1,15.29
1,4.4,16.7,1,3.76
1,132.0,11.2,0,51.95
3,46.3,91.9,3,2.61
2,110.9,65.7,2,13.56
2,31.8,69.5,3,5.3
2,144.8,2.0,2,13.31
3,114.8,35.8,0,14.35
3,185.7,55.7,1,18.25
3,159.3,6.9,3,2.87
2,130.3,16.5,2,12.14
1,78.6,73.0,1,28.57
3,186.6,30.4,1,12.65
3,112.0,18.3,2,8.72
1,128.6,4.9,1,29.7
3,47.5,7.0,2,1.53
3,105.6,35.2,0,7.12
2,135.4,1.3,2,11.06
1,83.2,69.4,2,29.98
3,12.7,98.9,3,2.25
2,120.5,8.7,0,15.18
2,181.9,67.7,3,11.45
1,73.5,30.6,1,26.29
2,76.7,50.1,3,6.43
1,165.2,46.0,0,32.09
1,126.1,91.0,2,12.26
2,172.3,53.6,0,21.13
2,42.7,5.8,3,2.6
2,119.7,13.4,2,6.76
3,82.8,24.3,0,9.75
2,160.3,25.3,2,16.18
2,96.2,19.2,2,10.9
3,83.9,70.8,3,4.25
1,92.9,66.9,0,52.72
1,100.1,61.3,1,18.51
3,23.4,48.2,1,5.57
3,184.2,25.3,2,11.25
3,96.8,19.4,2,5.22
2,130.9,44.2,0,13.27
3,17.7,97.8,1,6.33
2,49.1,87.2,2,8.57
1,40.8,62.7,1,25.0
2,18.4,69.7,2,4.7
1,180.0,13.0,3,14.87
2,66.9,97.3,2,11.47
1,54.3,11.3,1,11.44
2,27.1,16.0,0,6.93
3,166.3,20.9,3,5.44
2,48.6,85.9,2,5.53
3,41.5,23.8,0,6.58
1,4.4,92.7,2,8.53
3,160.0,84.5,3,4.15
1,44.3,71.8,2,9.56
2,109.3,77.8,2,21.67
1,131.6,50.0,3,17.66
3,18.9,14.6,0,2.57
3,67.0,52.1,1,11.94
1,173.9,72.9,3,11.77
3,70.5,13.8,0,7.67
2,100.0,79.5,3,12.68
1,155.4,8.5,2,16.07
2,196.7,98.8,2,11.69
2,55.8,64.9,1,13.6
2,20.4,88.0,2,6.99
2,58.4,28.6,3,3.35
3,99.8,46.4,2,4.26
3,182.0,43.2,1,21.28
2,4.1,28.3,3,1.86
3,65.0,45.6,1,6.99
2,115.7,76.0,3,8.98
3,111.6,49.7,3,4.65
2,152.3,88.3,3,7.78
3,2.7,33.4,0,1.94
2,148.7,86.2,2,18.52
2,81.7,52.1,1,17.63
2,162.5,85.1,0,26.58
2,122.4,25.7,1,10.78
3,1.4,46.9,3,2.72
1,49.0,39.7,3,6.34
3,114.1,70.7,1,8.3
3,27.1,64.7,2,5.42
1,138.3,32.2,2,10.06
2,62.8,33.0,0,9.65
1,42.7,76.5,3,7.73
3,188.0,76.9,2,10.64
3,44.4,92.1,2,8.35
2,35.6,33.7,1,4.33
1,92.8,43.6,0,28.1
1,58.6,13.8,1,7.77
3,77.7,41.8,3,2.24
1,169.5,19.9,2,41.58
3,194.3,87.5,1,23.03
2,32.9,56.6,1,7.55
1,98.5,99.2,0,52.38
2,131.8,88.1,0,24.86
2,3.4,12.6,2,3.65
2,147.5,78.8,1,20.05
2,83.7,13.8,0,9.54
3,128.8,78.4,3,8.09
1,126.7,27.4,3,10.06
1,14.9,5.2,2,4.64
2,152.9,32.1,0,40.49
1,46.7,47.1,3,9.12
2,170.3,38.4,0,24.45
1,141.9,18.3,0,50.16
2,153.3,61.3,2,16.38
2,183.1,20.5,0,29.1
3,60.4,57.9,3,4.18
1,22.5,68.5,0,15.76
3,19.8,97.7,3,3.05
3,23.0,8.7,0,2.71
1,79.4,15.9,3,8.73
3,158.7,68.3,1,8.24
2,128.1,77.1,0,19.91
2,177.8,27.0,1,24.39
1,138.6,21.5,3,5.57
2,153.0,76.8,3,4.44
1,143.3,34.2,1,24.75
3,147.1,59.5,3,5.23
2,112.0,43.7,3,2.84
3,191.4,36.6,1,8.76
2,59.9,36.5,2,7.75
2,134.1,97.6,2,19.59
1,45.7,82.6,1,21.44
1,79.7,19.9,2,9.83
1,11.4,57.0,3,4.23
1,63.7,60.9,3,15.2
3,9.5,22.0,1,1.51
1,13.9,87.6,0,19.91
3,92.2,63.8,0,5.86
